Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU10,15.45975601133296,11.25240408466506,1003.733360292602,2335.674176229171,Non-binary,49.80853289808936,13.617686494677965,79.34926413632027,1.951608903884438,Carrier C,9.003738179710416,Supplier 5,Kolkata,18.137882031447234,813.5936002335809,5.060145403203922,92.12702522372231,Pass,1.7031669960082758,Road,Route B,802.8389270887718
skincare,SKU11,86.40771513010117,93.20313665972093,962.0195843108462,6388.676817705228,Female,46.11507182224382,23.3226141559925,59.70716932956213,0.9817837856508775,Carrier A,4.490450484089447,Supplier 2,Kolkata,27.28734853949829,348.4084025737973,10.481190697796073,28.53776040067441,Pending,0.020714523569687896,Air,Route A,123.1682382076224
haircare,SKU12,71.43941229993831,42.01315755482049,326.7929255473137,2963.2152113541442,Unknown,102.64066630624984,29.32055521390556,82.06243537521814,3.9816391025030757,Carrier A,1.3372639797081625,Supplier 4,Kolkata,3.024385058318212,538.0365540613013,2.914602918344507,31.892446832770343,Fail,2.126237891747642,Road,Route B,421.18588577266627
skincare,SKU13,16.894396637158085,4.859333522692203,258.8834014436709,4252.38461216122,Male,81.30237085599234,7.896273244618291,49.113246617169736,9.334179669254993,Carrier A,9.733338904045162,Supplier 5,Bangalore,22.819143706142718,171.46179966044954,10.291378412257258,101.22326856879,Pending,1.5754870052560264,Road,Route B,564.4432928449382
skincare,SKU14,102.44412220848496,25.189963144386535,535.5054246115262,8706.322257074895,Non-binary,55.63853855618162,29.40093297666648,79.14098478952705,4.753517835321387,Carrier B,1.954071084490592,Supplier 1,Kolkata,25.183713624218097,572.8441515520653,13.929053484256848,5.844384839478323,Pending,0.09743639601252231,Air,Route B,964.5657659123277
skincare,SKU15,38.62956391483081,98.26855711963077,485.6466236566179,5183.963715591543,Non-binary,9.03299409410145,7.777792141500618,69.84222073265516,7.003061923096122,Carrier B,2.3714829643842386,Supplier 1,Bangalore,14.205840657937674,577.2200113817878,6.812793286182934,93.69613009972308,Pass,2.3044286009226926,Sea,Route B,133.67188847761852
skincare,SKU16,7.456929323798533,70.75962543801809,274.14964567393014,6395.846018039186,Female,2.0981636192797333,5.155544131875411,80.72407436426613,0.957993501162552,Carrier B,4.3040115537506205,Supplier 1,Bangalore,2.893136060199816,405.64600337355506,20.88226219697207,80.09056278617923,Pass,1.0402655348946812,Air,Route A,859.260716210298
cosmetics,SKU17,77.64846336784953,82.0288108730884,131.44352043877092,2629.658275598765,Female,46.84054150127457,16.34040888232249,82.70108990101541,8.794565580835096,Carrier C,3.637620323808934,Supplier 1,Chennai,7.152951738397309,434.2302120440089,16.726565227880283,47.06056022021404,Fail,0.099333237598968,Air,Route C,660.1333044056476
haircare,SKU18,36.956607231294534,22.25737153270328,649.8995301104899,9772.979169674209,Unknown,10.468875807957154,10.238805847359615,43.82659280536378,7.909195186305906,Carrier C,4.311162909786382,Supplier 2,Kolkata,18.13989448128649,355.71346535209307,16.231803490306042,27.570010740630572,Pending,2.252055668753822,Sea,Route A,587.3025720173567
skincare,SKU19,52.57419670234326,104.25931423417012,187.25198858197945,2514.1509260859752,Unknown,48.631864033303,10.866221983815539,95.84155498949345,2.873700676036936,Carrier A,4.6094782538538075,Supplier 4,Chennai,20.320951787823816,703.5347448923307,16.102247676022234,86.18967985060479,Fail,3.5256124774897537,Road,Route C,483.8401586283513
skincare,SKU20,94.0189710411901,22.68436366463241,304.4679160489146,8259.096313850754,Unknown,27.73313937600417,12.5118745848469,65.09854434335196,5.809181542140539,Carrier A,9.28129838943272,Supplier 1,Chennai,30.17403725390256,318.34445479895214,5.885599668449948,68.95542745536613,Pass,4.1420690629419905,Air,Route B,493.6589556263484
cosmetics,SKU21,87.3392919815351,62.605234894093925,629.6050671659435,7195.807192176063,Unknown,71.98283259293201,24.569005630153605,6.786848927733661,5.82850557669432,Carrier B,6.174677838281448,Supplier 5,Chennai,18.89355108213082,787.1118755816091,3.8780903879780917,64.67899264789446,Pending,0.018611054145152475,Air,Route C,497.3800979951446
haircare,SKU22,26.750183199096103,54.864645593504065,917.4469883987315,2462.2572276115616,Unknown,73.60118776044881,0.9586175710497536,63.071636161621505,9.649568438391853,Carrier A,9.78029164852902,Supplier 4,Kolkata,22.21427307803442,789.9713194467943,26.6152945722569,50.143231569615956,Fail,2.682835983366523,Rail,Route C,201.05577716450287
cosmetics,SKU23,4.218444649483859,30.727834215113074,388.4371452851504,8892.75101229221,Unknown,82.58838771081246,4.94080034026141,28.408186589773806,6.905246656904164,Carrier A,2.9727967698824354,Supplier 5,Kolkata,11.379387056825276,566.130914176848,30.069016013287026,98.69921227994317,Pending,1.4020808217405916,Rail,Route A,195.76749967646262
haircare,SKU24,3.9595776480957467,33.5499336792883,202.92978902518425,9222.184429728615,Male,4.128246767203037,24.92736092951349,1.9579620083276403,8.309116078040832,Carrier C,10.198700714313443,Supplier 2,Bangalore,26.977130645543184,465.7502331851492,3.0812007557410954,41.40777701651249,Pending,3.8455404317443307,Air,Route A,725.4889560122003
haircare,SKU25,39.92254861942602,70.59708623279714,135.88826785414773,2119.0438469421497,Male,78.42497650900164,11.524887515867741,50.97063511321706,2.87456380485719,Carrier C,2.290344068568451,Supplier 4,Kolkata,19.445144351217827,929.2063050108427,23.089971128073202,74.41537503378528,Pending,3.8482774732160343,Road,Route B,474.8213026904838
haircare,SKU26,93.41469659338598,9.362545071228544,348.81083447623763,3561.2615029757735,Male,58.881833354978525,16.42399410121608,48.10355003403899,4.195790166714265,Carrier B,6.7465012660870105,Supplier 2,Bangalore,25.59381469679579,164.8229740121364,4.06954930200435,16.74374567549647,Pass,2.2080695321809993,Rail,Route A,598.5980813176252
cosmetics,SKU27,94.87577054745732,40.71814355907276,368.518100965398,2742.0428244777777,Unknown,48.908416881796015,9.076697457341051,65.07580322008528,8.380200170358794,Carrier C,7.579993234199058,Supplier 5,Mumbai,24.780170404754806,288.3544256278999,4.024601848950762,10.120284012785799,Fail,2.7711936161521487,Sea,Route B,774.6402881698838
cosmetics,SKU28,2.288043917934221,11.899944308419588,391.64822342841137,5834.099439454967,Female,47.28716716413004,14.45166891009646,23.86448581869669,3.8364655355978483,Carrier B,9.847089795908019,Supplier 1,Mumbai,13.066393161518194,170.13732662277522,7.342289489389423,60.24801808890075,Fail,0.8104149371345728,Air,Route A,126.22587192692063
cosmetics,SKU29,63.99095896998555,3.146860288621909,245.23530278752688,7911.669130910087,Female,43.05345762687383,4.752972495692907,65.39559823794764,6.858726854556546,Carrier B,7.7794078167476,Supplier 1,Kolkata,16.484686056554736,321.78550055172434,7.337215133698815,38.01967242793669,Pass,3.788795591643626,Road,Route B,761.5631457552638
haircare,SKU30,8.061201940885441,10.450961024356522,318.54648915340294,2870.9212452603747,Male,60.018548200843476,27.2283524000501,35.9864501914968,7.013211046234109,Carrier B,8.736799094245663,Supplier 4,Kolkata,27.607108509912695,769.8558174266963,29.094052140774956,50.98908791744984,Pending,0.9699522941183412,Road,Route C,915.2341156060204
skincare,SKU31,52.26738585407472,28.117220075319864,170.46398040423128,9177.444516943544,Male,5.87809485019539,16.238698119414344,42.26300280757707,4.193495532720152,Carrier B,2.769459502437893,Supplier 3,Chennai,23.132006848612576,453.6538955526463,7.762004844424843,60.81094237751271,Pending,3.0389727002583533,Rail,Route C,587.0003310119773
skincare,SKU32,82.9243844026781,43.5678134595573,767.0476589515026,9800.673062994667,Unknown,87.5503679078399,12.4988761191605,63.5485961382496,3.9065448241969523,Carrier C,6.549962446091773,Supplier 3,Kolkata,29.108537006490746,714.1766990542305,6.818366391028787,30.774362488642087,Pass,2.0330325532977467,Road,Route A,739.1675249483523
cosmetics,SKU33,66.16686561997693,65.27591238829734,603.3492995180316,5113.735653522414,Non-binary,3.921862129508216,17.38410652924041,98.19754452742265,8.604624377121302,Carrier C,4.662267021289332,Supplier 5,Chennai,0.9849190416099162,248.30626780235733,23.545747101081506,24.059566152961203,Fail,3.6056487282361607,Sea,Route A,366.78678368969105
skincare,SKU34,39.10555816311006,99.34848212625828,613.6682023891772,8782.98197529115,Unknown,0.9617987911573144,25.483354404750973,21.56438137079012,6.838684743680872,Carrier A,0.9690824791410256,Supplier 1,Chennai,3.8118476630901394,470.9966679220082,9.845184159758894,10.941301596071542,Pass,0.676021087842069,Road,Route B,513.4712141245398
cosmetics,SKU35,81.35956353602101,10.848615761830235,444.88492852720293,6387.7230732803655,Female,43.0129475209697,26.123496478256527,87.73774842945313,7.98844643558112,Carrier C,5.376525349087287,Supplier 1,Delhi,2.8626700945885566,384.2822743031671,1.9099744490817594,57.52091349720931,Pass,0.5416001791234415,Sea,Route C,537.1959427338599
skincare,SKU36,9.486323751163363,34.87052547658977,964.0109084067108,7694.078015612995,Female,18.474902736560466,23.875773052140957,28.052122212852147,2.9805728349094136,Carrier B,2.1376204381030166,Supplier 2,Delhi,25.694094920795735,645.1156455197297,19.587450477781385,46.044063872163,Fail,3.621289488208777,Air,Route C,398.6917608172409
skincare,SKU37,24.046560429563424,5.065073307453613,1003.917649889429,2455.610104644497,Female,26.167014792947136,7.860508244138978,21.408437194122932,9.224238366445192,Carrier A,1.5454106055681442,Supplier 3,Kolkata,24.579952281234092,904.7634788719854,15.40634179740251,32.642037643329424,Pending,2.6223765444033513,Sea,Route A,183.63398953440552
cosmetics,SKU38,50.47888748815583,77.716745995537,676.6753504110866,9523.556823194738,Non-binary,66.91799617703067,1.0081103075066944,88.59703861643166,5.003219184742678,Carrier B,9.5137682020372,Supplier 5,Mumbai,10.35230270315533,841.9579872657528,11.427533663835849,5.858064235894353,Pending,0.6367023795360902,Air,Route B,346.4211314148213
skincare,SKU39,18.21638296101366,25.07682407667025,182.01528623831462,1844.409710682838,Female,78.64328176759457,30.330096023063344,33.52315931215804,2.9432377657258075,Carrier A,5.710712989730003,Supplier 2,Kolkata,28.895911323479623,811.3937566679698,5.997686137355474,8.720693497853063,Fail,1.4980038442465407,Air,Route B,669.7503617085522
skincare,SKU40,82.37538450646149,101.62461482457294,925.1487874170605,5647.087292482453,Female,86.02124112731194,20.97450558549641,40.4443353213375,8.148190002432463,Carrier C,6.964421908420265,Supplier 1,Kolkata,17.126881849347182,813.5122086928983,0.9509759829761756,91.33001462192118,Pending,4.276235880529692,Road,Route A,520.1874219258044
skincare,SKU41,100.53028241011057,33.596820451238834,553.0764733175376,5580.161229157864,Female,62.09486013205484,19.74510044942633,38.6019426256427,8.160013179977817,Carrier B,5.88805769406862,Supplier 4,Chennai,17.40034754493354,860.3374795056628,7.007657770422069,96.3064783424684,Fail,0.046261644580504586,Sea,Route A,270.5467455264172
skincare,SKU42,47.408939195727186,100.92112898063691,159.51655722393932,1817.5445737951345,Female,22.553282823184293,25.944547489945286,54.275125596228584,3.976167436604689,Carrier C,7.775082440119377,Supplier 5,Bangalore,26.555451570468367,183.15192069187728,6.7389796560733615,91.6338683564649,Fail,5.169902977920159,Road,Route A,636.883038996574
haircare,SKU43,11.894618836464295,6.17933906941522,617.206699994884,5892.160045476548,Unknown,37.05953107775716,29.969313766931435,81.32557041742652,8.848824766861615,Carrier B,3.6764243653368855,Supplier 5,Mumbai,0.9866191429664876,212.22958804542796,22.8958632211554,26.441726292331932,Pending,0.3608567408064713,Air,Route A,744.7475626845131
cosmetics,SKU44,52.73986532740974,32.5388247243396,875.9355968702065,7409.456889571986,Female,12.435443242315607,18.404091224964795,69.84491902245915,5.998055529953761,Carrier C,7.670409345317936,Supplier 2,Delhi,7.174915351762346,820.8635418455315,18.706025630564262,23.04255256220817,Fail,3.0089165712458357,Rail,Route A,581.7749956689235
haircare,SKU45,33.06173096364411,0.9562845101841072,22.98090056618333,5393.687664048347,Male,96.4563680218455,6.685403452657669,52.18933432291046,5.776624857197779,Carrier B,5.458116791307718,Supplier 2,Chennai,25.049754925690728,809.1653244938267,25.214534258728605,69.02450991968205,Pass,3.283747231079151,Rail,Route A,483.431034679308
haircare,SKU46,28.23949683609769,73.31572789979657,816.1939760824007,2551.893768024975,Non-binary,94.16410774614573,29.38901382879437,6.2252126712159725,8.365415892649015,Carrier B,3.914236358741109,Supplier 3,Chennai,18.63220118401766,833.5718390940311,22.648951370824772,81.0965394003667,Pending,3.6545177578721613,Road,Route B,363.8138992282395
skincare,SKU47,98.96490561489176,89.38282633246833,895.3677376492435,6811.914053513238,Male,3.861851466595096,15.342882072255845,49.71186575207875,8.618426261962355,Carrier B,9.207258404644671,Supplier 1,Kolkata,10.356156624690087,949.8987656412737,20.79297388161164,20.198256768912767,Pending,0.36968081638181066,Rail,Route A,566.6806766637358
haircare,SKU48,76.65864331510319,27.31287886445954,27.933679290158413,7405.795116249724,Non-binary,30.71107925908643,15.627015369652769,9.221271976491815,3.0812159772495047,Carrier C,7.021164346034611,Supplier 2,Mumbai,8.897453307757125,106.84895874989705,17.42676887993858,22.89163043036921,Fail,1.625206329916441,Rail,Route B,777.8120523582778
cosmetics,SKU49,78.3602797308475,19.222273021130857,103.38242563249287,8356.256032367137,Unknown,92.92298019498017,23.567979898896667,9.296892695539619,6.102594443149426,Carrier C,2.522024701628751,Supplier 5,Delhi,29.248378893264785,183.59903729910408,26.890048326307706,13.562285285379646,Pass,2.772250719328746,Rail,Route A,322.9517615658424
cosmetics,SKU50,14.619168386190244,89.89853610780106,607.8785937668956,5636.167593424141,Female,30.384910774631155,23.85014265874227,85.4780322670235,10.413583302402817,Carrier A,6.262923885961609,Supplier 2,Delhi,20.781399152699294,320.53032779716614,20.494891797298955,46.909561579183034,Fail,4.709144671913672,Rail,Route B,484.3991681805152
haircare,SKU51,27.926573322406774,63.12912210533776,149.65451229941178,9816.994256509784,Male,102.69605343121351,3.913600962969763,52.27749457309622,1.0054229417703286,Carrier A,4.932176464432103,Supplier 5,Bangalore,18.24113976317156,701.7337903636687,27.453444653632243,14.051376997129877,Pending,1.7288711879333438,Road,Route A,677.9253748872229
skincare,SKU52,101.72565702860733,0.9649818119931517,829.1785210921158,8983.134619400049,Male,64.82059536637337,11.38108261092321,11.054440952564377,0.9931103593116292,Carrier B,8.525094598982358,Supplier 1,Mumbai,10.031376387802819,748.7488397671752,28.25671862483224,8.932526480366679,Pending,2.1236886499052674,Air,Route C,621.9900169986813
skincare,SKU53,31.361991498347543,89.36481333546021,238.57093990384928,8599.314245122101,Male,97.23576838854359,25.301098265981675,51.54641594294987,2.9565446618781674,Carrier B,0.9893896747668343,Supplier 1,Delhi,1.031540477520602,630.9432079338819,17.58557294296105,85.91540600883488,Pending,1.3660153383274014,Air,Route B,722.3411039513189
haircare,SKU54,31.295150396601887,11.024673099758939,620.4634012678767,6317.533165317023,Non-binary,32.06352522885821,22.400332345385202,58.04907494128036,3.064646248871379,Carrier B,4.500007466812074,Supplier 1,Kolkata,25.212795039245943,506.32619728375096,29.693750896726794,29.78531451374916,Pass,2.527041403773163,Road,Route B,800.0747724185129
haircare,SKU55,81.35613746870122,16.065334217070305,693.8875777854306,2949.5048474340615,Male,95.67051499749823,11.407607948496695,11.315463886848892,4.751767696986026,Carrier A,4.787822335115296,Supplier 2,Delhi,26.351929536965102,948.0046850444535,5.132354432068835,29.87041296835124,Fail,4.423336570869842,Sea,Route B,328.1206537555165
skincare,SKU56,20.581832905556833,90.30861744520088,91.03187965213459,4699.123066699094,Non-binary,25.300188865309725,21.94618551434719,84.83472638388511,4.928553384147304,Carrier C,1.7041841335835204,Supplier 1,Mumbai,24.13633302350715,858.9359624139205,29.305461451980875,13.263107395571936,Pass,1.1861748538455719,Air,Route B,871.6031397098161
haircare,SKU57,50.52251710726812,68.20388228623754,235.20648411337487,1566.154446930733,Unknown,5.019001725507007,18.61544243589733,50.86441140179419,0.9989418867647896,Carrier B,9.037375883181864,Supplier 2,Delhi,20.779257407663806,600.3001453468815,24.417638099140625,68.91173024161485,Pending,2.560718164596679,Rail,Route A,503.8454020427568
skincare,SKU58,57.5181721749839,82.69126357052117,852.003376935113,1931.8048127548805,Non-binary,10.011720208118927,4.9041806244629935,45.66069667508791,6.999998384499974,Carrier A,4.775470197814977,Supplier 3,Delhi,18.021952313045514,402.4240558689607,6.972469658091212,62.79159592738615,Fail,1.761995484317812,Road,Route B,107.13530270481776
cosmetics,SKU59,66.2420174041077,30.819431608161793,485.5449080213048,1027.5798266713307,Non-binary,104.03682796476872,15.2617429622243,27.156213571028143,7.301257342455422,Carrier B,7.14960043704269,Supplier 1,Kolkata,11.332135006197657,169.7172717247773,4.111926837028744,1.9928290796344783,Fail,0.43602137166370636,Air,Route A,304.073296866388
skincare,SKU60,17.118775840916104,16.714566392378142,397.44505318374144,8468.859976885884,Female,39.5808238317758,26.866170319244336,71.04509448526285,8.24285011243237,Carrier C,4.233502005438474,Supplier 4,Mumbai,28.15065602770244,912.9020668155468,22.928806985446016,88.71900939109076,Fail,2.7419805142353364,Rail,Route A,420.25987311346427
haircare,SKU61,52.984609892043785,22.64889700985665,115.16930083092657,6967.147271701597,Unknown,31.742781498675388,23.223107310410505,35.319350931802155,6.931906044684995,Carrier C,8.672059324782069,Supplier 4,Kolkata,13.789628878784491,495.3327300310122,11.645010072456586,76.36646735446074,Fail,4.5090020353715525,Air,Route A,164.5422053258966
cosmetics,SKU62,73.79614156625726,85.18133429052205,278.59392856296745,3780.41554836417,Unknown,82.29100684423253,1.9015929444521822,38.01663088176526,7.25425043764338,Carrier C,7.289350635119025,Supplier 2,Mumbai,13.120293606041042,755.3634798772929,13.407655334807366,21.098270077876993,Pass,1.78069018918771,Sea,Route C,311.1509747788059
skincare,SKU63,12.495396988863902,53.803229165068295,241.80760281351527,4120.804329475679,Non-binary,52.02120218682845,18.6094581517566,10.052891320380064,4.092042035137879,Carrier A,2.4269901966636644,Supplier 3,Bangalore,18.791501123182716,757.5270232998259,10.47264156061745,20.879025802640594,Pending,3.5265429887507045,Sea,Route A,687.9216502865953
skincare,SKU64,89.52623352683821,11.32316287387118,133.62758440933956,8780.896237989318,Female,76.23905566412343,27.614911842016316,71.65145387297548,5.863873567947836,Carrier C,4.578537839938694,Supplier 1,Delhi,16.494822800524428,322.0504925506636,6.274009747155674,8.83767294203276,Fail,0.1594096951430282,Air,Route C,753.1059041771819
skincare,SKU65,34.42458216899221,71.61042880857516,443.6382218271419,8103.839310939993,Male,56.27209805970359,23.961868247200414,52.25379959576031,7.631178960690147,Carrier C,6.62513261215954,Supplier 5,Kolkata,15.249436854867366,366.89367843352886,20.626580150330888,1.6206230081017416,Fail,4.910386477490014,Rail,Route C,529.5969523435701
skincare,SKU66,26.314825466665077,54.00532699995135,705.0589140519751,8614.9256042408,Female,13.588751862141866,16.839537536169434,18.15990040663389,8.041971443356788,Carrier A,2.231049340648226,Supplier 5,Kolkata,23.61685307825735,852.1427474950104,26.67257664260672,41.88785839402184,Fail,3.3544408510165855,Road,Route A,398.19440606413224
skincare,SKU67,90.41450332770464,16.720532922151733,501.0843766727359,9697.089674351559,Unknown,12.326747787603814,8.703885109365123,73.15504118489933,8.949722242279723,Carrier C,9.58702648666884,Supplier 1,Mumbai,9.635687840196415,205.7861163909938,10.610405183828082,6.761906374079758,Pass,0.1331886098838917,Sea,Route C,177.4996373191755
haircare,SKU68,38.57292330921247,28.181820715600274,166.03106983222293,3560.6955266024697,Non-binary,0.0,8.032398026594096,60.72144644875959,7.762046977184121,Carrier B,1.162983480023041,Supplier 2,Bangalore,2.073975275978407,365.1439138133981,17.52409954774884,101.65356413397087,Fail,1.9792026334704547,Rail,Route A,292.1090929894477
skincare,SKU69,57.483648060718764,60.72603117964355,499.37677335230904,1724.9230338505206,Non-binary,90.87617383745945,0.997213685126806,26.550681219381598,3.113600755859741,Carrier B,9.34827743936114,Supplier 4,Kolkata,9.068643396088607,833.7655575767895,7.024814058910923,78.01340405500986,Pending,1.3700768790515874,Air,Route A,216.83316221373465
haircare,SKU70,47.17169310326459,90.37847228955088,32.75995705489759,6739.105771741069,Female,9.718742147824209,11.496325928223436,22.84621754406166,3.9430120907994084,Carrier B,6.589401557931535,Supplier 1,Bangalore,21.02779511479708,757.5416477340026,15.362955028524404,11.425842768881177,Pass,1.8264260928223974,Road,Route C,180.76041996164636
cosmetics,SKU71,6.468493991401313,13.990319023630013,638.8472329353422,7811.184775959521,Female,78.95931737050483,1.9259485554540658,26.364425293315907,5.986721751915848,Carrier A,9.295453180838193,Supplier 2,Bangalore,2.0016131928515555,259.5419221259862,9.609228093148008,29.714045351183998,Pending,2.0354998497136574,Road,Route A,399.59223940771614
cosmetics,SKU72,92.14398293484312,85.54272594801296,469.42883770759835,2627.3889754195834,Non-binary,57.88378320444141,28.45269713806392,75.06849496170825,8.930946494450604,Carrier A,6.34065229847681,Supplier 1,Bangalore,20.628447015794386,145.4657580824435,10.54082155759427,56.84687209018075,Pending,3.0913347236832784,Rail,Route B,653.4300279956248
cosmetics,SKU73,81.2050626567964,39.106757501464344,374.3763867690753,7758.926610529479,Male,17.406420450337624,23.891846402041956,69.02868022533782,5.24968413610077,Carrier B,1.5442159424186366,Supplier 4,Chennai,12.718883750139735,445.4305219026037,4.0103385341121625,48.22435231494885,Fail,4.423570020494355,Road,Route A,826.7514542384199
haircare,SKU74,3.225443796552254,65.71970593077508,899.1112395244569,5986.985255061447,Female,39.964733682464065,5.811322488779269,1.0250533137032982,5.216870499255009,Carrier A,5.083307580866987,Supplier 4,Delhi,1.0490539590445078,943.9608327928051,8.722342371482359,76.98453410482372,Fail,0.39135355025680385,Rail,Route A,328.52441949554253
skincare,SKU75,89.66300808781652,29.567801799735392,108.61454964341655,1862.6402502512917,Non-binary,16.468997750878707,19.485163278052152,55.131782117325095,10.205656548722242,Carrier C,2.414636032464302,Supplier 1,Chennai,25.215593642364475,756.2853458375636,11.256837232896217,47.82007381982395,Pass,1.9566130228948282,Air,Route C,898.9488283327337
haircare,SKU76,69.73366686172399,21.88818902789383,248.83038288340776,5310.385245578225,Male,37.45861389187645,1.0136371005409097,22.36670419266899,10.209150484244475,Carrier A,6.909298627648576,Supplier 2,Bangalore,23.912842231626204,945.7936136776802,24.627297355136015,64.0346125755824,Pending,2.266810805399077,Rail,Route A,961.1901169657314
haircare,SKU77,60.21108099032416,13.767786415139042,346.1491668555754,2453.702214874078,Unknown,91.41218274162117,29.371476349246542,58.18667681018252,4.108725926523507,Carrier B,6.4575683896208345,Supplier 1,Kolkata,26.14481441542027,324.274274927605,4.936313468405544,45.03417128430241,Pass,3.085462884162721,Road,Route B,887.5830573217962
haircare,SKU78,6.092392098003938,49.041470656858415,983.967840027961,1308.1951772262355,Unknown,4.9767079518354915,3.8865662713015716,53.320336618113686,4.784278471865261,Carrier B,8.131307358862115,Supplier 5,Mumbai,24.4045503623146,854.9927838967124,21.569818776251488,70.17322611859525,Pending,4.244354795566605,Sea,Route C,323.67436568352116
haircare,SKU79,55.60259502116764,58.419929618588796,188.2496975494483,7549.892117384113,Non-binary,29.763254874837966,25.5682285820515,19.641675848576185,1.031261100405226,Carrier B,6.442645776925356,Supplier 3,Bangalore,5.249740055522127,222.4788282810362,11.544336622762295,57.471109603555654,Pending,0.16451869029392507,Air,Route C,363.977727337837
skincare,SKU80,88.91346188398937,74.13862523786989,843.332442087793,8556.546326510763,Unknown,40.357320159291916,13.40658716718625,41.8908936340344,2.025276044193982,Carrier C,2.827741847841306,Supplier 3,Chennai,8.10744148796936,194.86301117696576,5.180000456678928,78.75612347760153,Fail,2.931120929026254,Sea,Route B,775.8819890312558
haircare,SKU81,74.34770737451794,8.82802737619619,745.813954531417,4413.704791818145,Unknown,47.08773976673539,5.737252540532606,8.260087456399855,4.927628484626171,Carrier B,4.183356494934322,Supplier 3,Delhi,29.2283621267551,730.6169661695965,1.021351925339406,18.863855610326723,Pending,2.5076935280838946,Rail,Route B,286.65975676409664
